incident_id,opened_at,resolved_at,priority,state,category,subcategory,assignment_group,assignee,channel,location,configuration_item,time_to_first_response_minutes,time_to_resolve_minutes,reopen_count,customer_satisfaction,sla_target_minutes,sla_breached
INC100459,2024-12-27 12:06:52,,P4,New,Inquiry,Reporting,Service Desk,service.juckq,Phone,Mumbai,Search-Cluster,19,,0,5.0,2880,False
INC100460,2025-06-28 15:06:24,2025-06-28 16:39:24,P1,Resolved,Access,RBAC,Security,security.lhgjb,API,Delhi,Kubernetes-Cluster,1,93.0,0,4.0,60,True
INC100461,2025-06-07 18:59:57,,P2,In Progress,Hardware,Peripheral,Infra,infra.ufqqa,API,Pune,Email-Server,16,,1,3.0,240,False
INC100462,2025-05-30 05:01:40,2025-05-30 05:09:40,P4,Closed,Access,Password,Network,network.eysjc,API,Chennai,Email-Server,3,8.0,0,5.0,2880,False
INC100463,2024-11-25 10:11:42,,P3,New,Inquiry,Other,Service Desk,service.uybpa,Email,Pune,Email-Server,46,,0,,1440,False
INC100464,2024-12-30 08:18:42,2024-12-30 09:34:42,P4,Closed,Access,Password,DevOps,devops.mgekn,API,Mumbai,Analytics-ETL,37,76.0,0,5.0,2880,False
INC100465,2025-02-22 08:41:31,2025-02-22 09:30:31,P3,Closed,Network,Firewall,Security,security.rikug,Monitoring,Chennai,Email-Server,8,49.0,0,3.0,1440,False
INC100466,2024-10-29 22:17:04,2024-10-29 22:46:04,P3,Resolved,Inquiry,Reporting,App Support,app.tonds,Email,Hyderabad,Web-Frontend,7,29.0,0,4.0,1440,False
INC100467,2025-04-26 05:30:27,2025-04-26 07:04:27,P4,Resolved,Access,RBAC,Service Desk,service.pkokh,Email,Bangalore,Cache-Redis,6,94.0,2,4.0,2880,False
INC100468,2025-05-13 18:13:18,2025-05-13 19:12:18,P3,Resolved,Software,Error,DBA,dba.lxspq,API,Bangalore,Kubernetes-Cluster,13,59.0,0,3.0,1440,False
INC100469,2024-10-08 04:24:28,2024-10-08 05:27:28,P3,Closed,Access,RBAC,Infra,infra.ikjst,Phone,Mumbai,Billing-Service,2,63.0,0,3.0,1440,False
INC100470,2024-12-10 14:23:16,2024-12-10 14:46:16,P4,Resolved,Network,Latency,Service Desk,service.bedcq,Portal,Remote,Web-Frontend,14,23.0,0,4.0,2880,False
INC100471,2025-02-04 13:31:11,2025-02-04 13:53:11,P4,Closed,Hardware,Laptop,Network,network.dybgg,Phone,Pune,Web-Frontend,13,22.0,0,4.0,2880,False
INC100472,2025-01-07 16:00:32,2025-01-07 16:08:32,P4,Resolved,Hardware,Server,DevOps,devops.leanu,Phone,Hyderabad,Kubernetes-Cluster,16,8.0,0,4.0,2880,False
INC100473,2025-03-26 19:39:43,2025-03-26 20:05:43,P4,Closed,Hardware,Server,DevOps,devops.rmuln,Email,Chennai,Billing-Service,17,26.0,0,3.0,2880,False
INC100474,2024-10-02 23:33:22,2024-10-03 00:42:22,P4,Resolved,Software,Bug,Analytics,analytics.eymcg,Email,Remote,Cache-Redis,5,69.0,0,5.0,2880,False
INC100475,2025-05-15 22:32:31,2025-05-15 23:00:31,P2,Closed,Network,Outage,DevOps,devops.csqoi,Email,Pune,DB-Prod,6,28.0,0,,240,False
INC100476,2025-05-19 09:00:01,2025-05-19 09:47:01,P3,Resolved,Inquiry,Feedback,Analytics,analytics.ipsll,Monitoring,Mumbai,VPN-Gateway,15,47.0,0,4.0,1440,False
INC100477,2024-12-02 01:49:12,2024-12-02 03:09:12,P4,Resolved,Hardware,Laptop,DevOps,devops.ptcnx,Monitoring,Pune,DB-Prod,8,80.0,0,4.0,2880,False
INC100478,2025-03-09 03:28:41,2025-03-09 04:12:41,P3,Resolved,Network,Latency,Network,network.lqojw,Portal,Mumbai,Search-Cluster,24,44.0,0,4.0,1440,False
INC100479,2025-07-06 11:45:34,2025-07-06 12:33:34,P2,Resolved,Access,Provisioning,DevOps,devops.vaiwb,Email,Delhi,Kubernetes-Cluster,15,48.0,0,5.0,240,False
INC100480,2024-09-11 00:32:53,2024-09-11 00:43:53,P3,Closed,Software,Error,Infra,infra.yrcpu,API,Bangalore,DB-Prod,33,11.0,1,4.0,1440,False
INC100481,2024-09-23 15:46:01,2024-09-23 16:11:01,P3,Resolved,Network,Firewall,Mobile,mobile.rzunf,Email,Remote,DB-Prod,23,25.0,0,4.0,1440,False
INC100482,2024-09-04 08:54:26,2024-09-04 11:05:26,P4,Resolved,Network,Outage,App Support,app.bmpqq,Monitoring,Bangalore,DB-Prod,26,131.0,0,4.0,2880,False
INC100483,2024-08-24 03:38:21,2024-08-24 04:13:21,P4,Resolved,Inquiry,Reporting,Infra,infra.cnzrs,Email,Pune,Email-Server,16,35.0,0,3.0,2880,False
INC100484,2025-02-05 07:58:15,2025-02-05 10:29:15,P3,Resolved,Network,Outage,DevOps,devops.nnuyj,Monitoring,Hyderabad,Payments-API,16,151.0,0,4.0,1440,False
INC100485,2025-06-03 00:10:25,2025-06-03 00:28:25,P2,Resolved,Inquiry,Reporting,Security,security.fzwgy,Email,Chennai,DB-Prod,32,18.0,0,3.0,240,False
INC100486,2025-05-25 23:30:39,,P4,New,Software,Bug,DBA,dba.vbsgx,API,Mumbai,VPN-Gateway,11,,0,5.0,2880,False
INC100487,2025-08-05 23:58:38,,P3,In Progress,Software,Bug,Mobile,mobile.bpnes,Portal,Chennai,Kubernetes-Cluster,20,,0,3.0,1440,False
INC100488,2025-05-28 07:08:05,2025-05-28 08:01:05,P4,Closed,Access,RBAC,App Support,app.ongah,API,Bangalore,Search-Cluster,12,53.0,0,5.0,2880,False
INC100489,2025-08-06 03:52:54,2025-08-06 04:59:54,P3,Resolved,Inquiry,Feedback,DBA,dba.cdvlo,Monitoring,Hyderabad,Payments-API,12,67.0,1,4.0,1440,False
INC100490,2025-08-15 11:15:13,2025-08-15 12:08:13,P3,Resolved,Inquiry,How-to,Infra,infra.bnmkz,Phone,Hyderabad,Analytics-ETL,3,53.0,0,,1440,False
INC100491,2025-03-13 23:25:50,2025-03-14 00:41:50,P3,Closed,Hardware,Datacenter,Network,network.hcirk,API,Chennai,VPN-Gateway,7,76.0,0,,1440,False
INC100492,2024-12-31 10:46:50,2024-12-31 11:18:50,P4,Closed,Hardware,Laptop,Network,network.nqlud,Email,Bangalore,VPN-Gateway,5,32.0,0,3.0,2880,False
INC100493,2025-06-24 14:23:37,2025-06-24 14:51:37,P4,Resolved,Access,Provisioning,DBA,dba.jfrab,Portal,Chennai,Email-Server,20,28.0,0,4.0,2880,False
INC100494,2024-12-14 23:10:57,2024-12-14 23:18:57,P4,Closed,Software,Deployment,Security,security.lyaan,Email,Pune,Email-Server,25,8.0,0,5.0,2880,False
INC100495,2024-12-08 06:21:13,2024-12-08 07:16:13,P3,Resolved,Hardware,Laptop,DBA,dba.hkjnz,Email,Hyderabad,Kubernetes-Cluster,14,55.0,0,5.0,1440,False
INC100496,2025-07-02 19:52:48,2025-07-02 20:30:48,P4,Resolved,Network,Firewall,Infra,infra.qdebn,API,Hyderabad,VPN-Gateway,17,38.0,1,,2880,False
INC100497,2025-04-20 13:32:23,2025-04-20 14:03:23,P4,Closed,Software,Deployment,DBA,dba.kwovw,Portal,Pune,Billing-Service,13,31.0,1,,2880,False
INC100498,2024-11-11 16:02:40,2024-11-11 16:30:40,P3,Resolved,Network,Firewall,App Support,app.dqzvv,Phone,Bangalore,Billing-Service,6,28.0,0,3.0,1440,False
INC100499,2025-02-24 08:06:32,2025-02-24 08:38:32,P3,Resolved,Inquiry,Feedback,Security,security.dqrqp,Email,Hyderabad,Kubernetes-Cluster,23,32.0,0,4.0,1440,False
INC100500,2025-08-10 12:01:46,2025-08-10 12:28:46,P3,Closed,Software,Bug,Payments,payments.oqwlj,Portal,Remote,DB-Prod,21,27.0,0,3.0,1440,False
INC100501,2025-06-02 14:57:57,,P3,In Progress,Access,RBAC,Service Desk,service.faiug,Phone,Delhi,Web-Frontend,3,,1,5.0,1440,False
INC100502,2024-08-24 18:34:23,2024-08-24 19:14:23,P1,Resolved,Inquiry,Feedback,Payments,payments.chnxh,Email,Delhi,Analytics-ETL,12,40.0,0,5.0,60,False
INC100503,2025-06-10 12:37:58,2025-06-10 13:25:58,P3,Resolved,Inquiry,Reporting,Analytics,analytics.sfdpo,Portal,Delhi,Search-Cluster,6,48.0,0,4.0,1440,False
INC100504,2025-04-01 03:43:24,2025-04-01 04:00:24,P3,Resolved,Network,Latency,DBA,dba.pflzb,API,Mumbai,Email-Server,11,17.0,0,4.0,1440,False
INC100505,2025-04-08 07:53:26,2025-04-08 08:17:26,P1,Closed,Inquiry,Other,Network,network.iacvc,Email,Remote,Search-Cluster,8,24.0,0,5.0,60,False
INC100506,2025-05-30 06:15:53,2025-05-30 06:43:53,P3,Closed,Hardware,Datacenter,Payments,payments.dkuib,Email,Mumbai,Web-Frontend,14,28.0,0,4.0,1440,False
INC100507,2025-05-15 17:20:34,2025-05-15 17:53:34,P4,Resolved,Software,Error,DevOps,devops.afzds,Portal,Bangalore,Cache-Redis,11,33.0,1,5.0,2880,False
INC100508,2025-06-23 13:10:09,2025-06-23 13:39:09,P3,Resolved,Hardware,Server,Infra,infra.aywza,Email,Pune,Kubernetes-Cluster,11,29.0,0,5.0,1440,False
INC100509,2024-12-03 07:34:47,,P3,New,Network,VPN,Payments,payments.qppwv,Phone,Chennai,DB-Prod,26,,0,,1440,False
INC100510,2025-08-01 12:03:24,2025-08-01 12:11:24,P3,Closed,Network,Firewall,Mobile,mobile.zgwjl,Email,Remote,Payments-API,20,8.0,0,4.0,1440,False
INC100511,2025-02-07 10:53:47,2025-02-07 11:03:47,P4,Closed,Software,Deployment,Security,security.kxqah,Monitoring,Bangalore,DB-Prod,7,10.0,0,3.0,2880,False
INC100512,2025-02-10 11:20:25,2025-02-10 11:58:25,P2,Closed,Inquiry,Reporting,Infra,infra.wqowy,Phone,Chennai,VPN-Gateway,9,38.0,1,4.0,240,False
INC100513,2025-05-03 17:46:46,2025-05-03 18:06:46,P4,Closed,Access,Password,Network,network.yakfu,Portal,Bangalore,DB-Prod,19,20.0,0,,2880,False
INC100514,2024-11-02 09:00:40,2024-11-02 10:07:40,P2,Resolved,Network,Latency,Analytics,analytics.pofit,Phone,Mumbai,VPN-Gateway,19,67.0,0,4.0,240,False
INC100515,2025-01-09 21:09:55,2025-01-09 22:33:55,P4,Resolved,Software,Error,Payments,payments.kmntl,Monitoring,Delhi,Search-Cluster,8,84.0,2,4.0,2880,False
INC100516,2024-10-28 14:20:28,2024-10-28 14:59:28,P3,Resolved,Access,RBAC,Security,security.jrrdf,Monitoring,Pune,Cache-Redis,12,39.0,0,4.0,1440,False
INC100517,2025-07-21 17:38:27,,P4,New,Inquiry,Other,Service Desk,service.vfzyv,Email,Mumbai,Email-Server,33,,0,3.0,2880,False
INC100518,2024-11-02 21:06:08,2024-11-02 22:22:08,P3,Resolved,Network,VPN,Security,security.sduxz,Email,Pune,Cache-Redis,9,76.0,1,4.0,1440,False
INC100519,2024-09-19 05:43:35,,P3,In Progress,Software,Performance,Security,security.ujhtj,API,Remote,VPN-Gateway,34,,0,3.0,1440,False
INC100520,2025-07-15 18:59:11,2025-07-15 19:09:11,P2,Closed,Software,Deployment,Infra,infra.oglah,Phone,Chennai,Payments-API,26,10.0,0,4.0,240,False
INC100521,2025-06-21 03:45:49,2025-06-21 03:55:49,P3,Closed,Software,Error,Service Desk,service.fnszq,API,Bangalore,Web-Frontend,32,10.0,0,5.0,1440,False
INC100522,2025-07-19 13:24:31,2025-07-19 15:15:31,P4,Resolved,Network,VPN,Security,security.olwsj,Monitoring,Hyderabad,Search-Cluster,8,111.0,0,4.0,2880,False
INC100523,2025-02-28 13:09:33,2025-02-28 14:46:33,P4,Resolved,Access,SSO,Mobile,mobile.qlfcu,Email,Hyderabad,Search-Cluster,13,97.0,1,3.0,2880,False
INC100524,2025-08-11 13:23:23,2025-08-11 13:27:23,P2,Resolved,Software,Error,Payments,payments.hmlpj,Email,Pune,DB-Prod,10,4.0,1,5.0,240,False
INC100525,2025-02-24 03:07:30,2025-02-24 03:18:30,P3,Closed,Inquiry,Feedback,Payments,payments.nrvad,Email,Delhi,Email-Server,26,11.0,1,4.0,1440,False
INC100526,2024-11-29 06:53:10,2024-11-29 08:15:10,P4,Closed,Software,Bug,Mobile,mobile.inwir,Portal,Delhi,DB-Prod,9,82.0,0,3.0,2880,False
INC100527,2025-03-14 18:03:58,2025-03-14 18:35:58,P3,Resolved,Access,SSO,Payments,payments.bcxys,Monitoring,Pune,DB-Prod,22,32.0,1,4.0,1440,False
INC100528,2024-09-16 23:29:31,2024-09-17 00:27:31,P4,Resolved,Network,Outage,Security,security.argbx,Email,Mumbai,VPN-Gateway,21,58.0,0,4.0,2880,False
INC100529,2024-09-24 18:43:45,2024-09-24 19:14:45,P4,Resolved,Software,Error,Analytics,analytics.pzxir,Monitoring,Hyderabad,Web-Frontend,14,31.0,0,4.0,2880,False
INC100530,2024-08-30 12:42:41,2024-08-30 13:37:41,P4,Resolved,Software,Error,Security,security.ztnkj,Email,Mumbai,Email-Server,27,55.0,2,,2880,False
INC100531,2024-10-06 10:10:39,2024-10-06 10:43:39,P3,Resolved,Inquiry,Other,Infra,infra.stoku,Phone,Chennai,DB-Prod,16,33.0,0,4.0,1440,False
INC100532,2024-08-26 17:05:26,2024-08-26 17:28:26,P3,Closed,Inquiry,Reporting,DevOps,devops.synrd,Monitoring,Hyderabad,Search-Cluster,23,23.0,0,,1440,False
INC100533,2024-08-26 12:19:10,2024-08-26 13:36:10,P3,Closed,Software,Bug,Analytics,analytics.hudit,API,Chennai,DB-Prod,10,77.0,1,,1440,False
INC100534,2025-04-09 06:06:13,,P4,New,Software,Deployment,Network,network.ywatd,Portal,Bangalore,Analytics-ETL,7,,0,4.0,2880,False
INC100535,2024-08-20 09:00:34,2024-08-20 09:55:34,P3,Closed,Inquiry,Feedback,Network,network.bzuoj,API,Mumbai,Kubernetes-Cluster,22,55.0,0,4.0,1440,False
INC100536,2025-04-07 16:13:12,2025-04-07 16:50:12,P3,Closed,Access,SSO,Analytics,analytics.vcrlj,Monitoring,Pune,Search-Cluster,19,37.0,0,4.0,1440,False
INC100537,2025-07-13 07:01:13,,P3,In Progress,Hardware,Datacenter,Security,security.fizye,Email,Hyderabad,Analytics-ETL,17,,0,4.0,1440,False
INC100538,2025-02-13 01:39:10,2025-02-13 03:38:10,P2,Resolved,Hardware,Peripheral,DBA,dba.amfnt,Monitoring,Mumbai,Kubernetes-Cluster,11,119.0,0,4.0,240,False
INC100539,2025-05-08 09:22:05,2025-05-08 10:05:05,P4,Closed,Software,Error,DevOps,devops.olpgu,Portal,Pune,Payments-API,30,43.0,0,4.0,2880,False
INC100540,2025-05-09 00:42:36,2025-05-09 01:06:36,P3,Resolved,Inquiry,Feedback,Mobile,mobile.uidew,Monitoring,Bangalore,Analytics-ETL,3,24.0,1,4.0,1440,False
INC100541,2025-01-14 22:22:13,2025-01-14 23:54:13,P3,Closed,Network,VPN,Security,security.wwmjd,Email,Hyderabad,VPN-Gateway,3,92.0,1,5.0,1440,False
INC100542,2025-04-19 08:52:09,2025-04-19 09:03:09,P3,Closed,Network,Latency,Analytics,analytics.eusid,API,Chennai,Payments-API,24,11.0,0,3.0,1440,False
INC100543,2024-10-09 04:23:21,,P4,In Progress,Hardware,Datacenter,DBA,dba.fnlmk,Phone,Bangalore,Billing-Service,23,,0,3.0,2880,False
INC100544,2025-08-05 02:11:33,2025-08-05 02:39:33,P1,Closed,Access,Provisioning,Security,security.qjkor,API,Delhi,Email-Server,18,28.0,1,,60,False
INC100545,2024-08-31 11:53:20,2024-08-31 12:05:20,P4,Closed,Hardware,Server,DBA,dba.efzrg,Email,Pune,Search-Cluster,12,12.0,0,,2880,False
INC100546,2025-06-18 03:25:39,2025-06-18 05:57:39,P4,Closed,Software,Bug,Analytics,analytics.dovuv,Email,Hyderabad,Billing-Service,20,152.0,0,5.0,2880,False
INC100547,2024-12-10 17:45:41,2024-12-10 18:07:41,P3,Resolved,Access,Provisioning,Security,security.uocpq,Portal,Hyderabad,Search-Cluster,32,22.0,0,5.0,1440,False
INC100548,2025-07-02 16:10:54,2025-07-02 16:50:54,P3,Resolved,Network,Latency,Service Desk,service.kuzak,Monitoring,Remote,Email-Server,40,40.0,0,4.0,1440,False
INC100549,2024-09-28 13:05:57,2024-09-28 14:03:57,P4,Resolved,Inquiry,Reporting,Payments,payments.tvzzb,Monitoring,Remote,Email-Server,1,58.0,1,,2880,False
INC100550,2025-06-04 22:21:30,2025-06-04 23:46:30,P3,Closed,Inquiry,Other,Analytics,analytics.ekszu,API,Bangalore,Search-Cluster,10,85.0,0,4.0,1440,False
INC100551,2024-11-29 10:17:31,2024-11-29 10:59:31,P3,Resolved,Software,Error,Network,network.osrkn,Phone,Hyderabad,Email-Server,10,42.0,0,5.0,1440,False
INC100552,2025-06-30 02:24:36,2025-06-30 02:43:36,P3,Resolved,Hardware,Peripheral,Network,network.sbukd,Phone,Pune,Analytics-ETL,31,19.0,1,,1440,False
INC100553,2025-07-13 23:53:04,2025-07-14 00:32:04,P3,Resolved,Software,Error,DevOps,devops.werqt,Portal,Bangalore,Cache-Redis,9,39.0,0,4.0,1440,False
INC100554,2025-03-24 03:53:24,2025-03-24 04:16:24,P4,Closed,Inquiry,How-to,App Support,app.ppbhw,Email,Chennai,Web-Frontend,20,23.0,0,,2880,False
INC100555,2025-06-09 04:21:15,2025-06-09 05:01:15,P4,Closed,Network,Latency,Network,network.wkrkt,Portal,Bangalore,Search-Cluster,12,40.0,0,4.0,2880,False
INC100556,2025-04-18 18:16:11,2025-04-18 20:17:11,P4,Closed,Inquiry,Reporting,App Support,app.febsc,Monitoring,Bangalore,Billing-Service,31,121.0,0,5.0,2880,False
INC100557,2025-03-21 11:11:39,,P2,New,Access,SSO,Service Desk,service.jxnqb,Email,Chennai,Billing-Service,30,,1,4.0,240,False
INC100558,2025-05-29 11:54:44,2025-05-29 12:33:44,P2,Closed,Inquiry,Feedback,Analytics,analytics.zwiuu,Portal,Delhi,Email-Server,18,39.0,0,,240,False
INC100559,2025-03-12 19:24:22,2025-03-12 20:23:22,P3,Closed,Inquiry,Reporting,DBA,dba.yjwbm,API,Remote,Search-Cluster,0,59.0,0,3.0,1440,False
INC100560,2025-08-13 00:43:47,2025-08-13 01:46:47,P2,Resolved,Access,RBAC,DevOps,devops.yxzmh,Monitoring,Pune,Cache-Redis,9,63.0,0,5.0,240,False
INC100561,2025-06-17 12:22:29,2025-06-17 12:35:29,P4,Resolved,Hardware,Laptop,Payments,payments.rkfxt,Phone,Delhi,Cache-Redis,10,13.0,0,5.0,2880,False
INC100562,2025-04-14 22:38:36,2025-04-14 23:12:36,P3,Resolved,Inquiry,Other,Mobile,mobile.ttiwm,Portal,Delhi,Web-Frontend,1,34.0,0,4.0,1440,False
INC100563,2025-07-27 00:12:15,2025-07-27 04:29:15,P4,Closed,Software,Performance,App Support,app.jdqyz,Monitoring,Delhi,Analytics-ETL,26,257.0,0,,2880,False
INC100564,2024-08-24 04:49:55,2024-08-24 06:16:55,P3,Resolved,Inquiry,Other,Payments,payments.jfsgn,Monitoring,Remote,Web-Frontend,0,87.0,0,5.0,1440,False
INC100565,2025-04-29 17:11:57,2025-04-29 17:33:57,P3,Resolved,Software,Error,DevOps,devops.pcwux,Phone,Mumbai,VPN-Gateway,34,22.0,0,4.0,1440,False
INC100566,2024-11-05 04:12:30,2024-11-05 04:32:30,P3,Closed,Access,Password,DevOps,devops.tjais,Phone,Remote,Billing-Service,34,20.0,0,4.0,1440,False
INC100567,2025-03-15 18:26:42,2025-03-15 18:45:42,P3,Resolved,Inquiry,Other,Network,network.zkbvy,Phone,Delhi,Cache-Redis,11,19.0,0,3.0,1440,False
INC100568,2025-04-05 12:46:46,2025-04-05 13:52:46,P3,Resolved,Access,Provisioning,Payments,payments.kcxwz,Portal,Mumbai,Email-Server,18,66.0,0,5.0,1440,False
INC100569,2025-05-21 10:10:47,,P4,New,Access,RBAC,Security,security.tughw,Phone,Chennai,Cache-Redis,14,,0,5.0,2880,False
INC100570,2025-08-18 22:33:23,2025-08-18 23:25:23,P4,Resolved,Hardware,Laptop,Infra,infra.qzzqo,API,Remote,Cache-Redis,24,52.0,0,4.0,2880,False
INC100571,2025-08-07 01:06:20,2025-08-07 01:43:20,P4,Closed,Inquiry,How-to,DevOps,devops.tftwi,Monitoring,Pune,Kubernetes-Cluster,27,37.0,0,4.0,2880,False
INC100572,2024-09-27 02:46:09,2024-09-27 03:09:09,P4,Resolved,Software,Performance,App Support,app.qhlui,Phone,Delhi,Billing-Service,17,23.0,0,,2880,False
INC100573,2024-09-21 13:43:23,2024-09-21 14:26:23,P3,Closed,Software,Performance,Mobile,mobile.ubyyw,Monitoring,Hyderabad,VPN-Gateway,19,43.0,1,4.0,1440,False
INC100574,2025-02-16 19:41:29,2025-02-16 19:58:29,P2,Closed,Inquiry,How-to,Mobile,mobile.qpfnu,Email,Chennai,Web-Frontend,8,17.0,0,4.0,240,False
INC100575,2024-12-28 10:23:25,2024-12-28 10:30:25,P3,Resolved,Hardware,Datacenter,Service Desk,service.pkidf,Email,Mumbai,VPN-Gateway,19,7.0,0,4.0,1440,False
INC100576,2024-11-26 16:04:34,,P4,New,Hardware,Laptop,Service Desk,service.rujhx,Phone,Remote,Kubernetes-Cluster,16,,0,5.0,2880,False
INC100577,2025-06-19 09:51:12,2025-06-19 10:05:12,P3,Closed,Hardware,Peripheral,Network,network.qwjyo,Monitoring,Pune,Analytics-ETL,5,14.0,1,5.0,1440,False
INC100578,2024-09-07 01:25:11,2024-09-07 01:50:11,P4,Closed,Software,Deployment,Security,security.rbmgt,Email,Bangalore,VPN-Gateway,14,25.0,0,5.0,2880,False
INC100579,2025-05-04 20:29:50,2025-05-04 21:24:50,P3,Closed,Access,Provisioning,Network,network.zutlw,Phone,Pune,Cache-Redis,11,55.0,0,3.0,1440,False
INC100580,2025-02-25 13:13:54,,P4,New,Hardware,Laptop,Mobile,mobile.yggty,Monitoring,Pune,Payments-API,8,,0,4.0,2880,False
INC100581,2024-10-31 03:28:27,2024-10-31 04:08:27,P4,Resolved,Software,Performance,DBA,dba.ikljz,Phone,Delhi,Search-Cluster,3,40.0,0,5.0,2880,False
INC100582,2024-11-19 05:16:41,2024-11-19 05:28:41,P2,Resolved,Software,Error,Mobile,mobile.kvnlp,Monitoring,Delhi,VPN-Gateway,15,12.0,0,5.0,240,False
INC100583,2024-09-04 11:21:26,2024-09-04 11:47:26,P3,Closed,Access,Password,DevOps,devops.tdchn,Email,Remote,Search-Cluster,7,26.0,0,3.0,1440,False
INC100584,2024-09-30 18:39:21,2024-09-30 18:58:21,P3,Resolved,Inquiry,How-to,Payments,payments.frrmw,Phone,Remote,Kubernetes-Cluster,10,19.0,0,5.0,1440,False
INC100585,2024-11-22 02:35:16,2024-11-22 03:07:16,P3,Resolved,Inquiry,Other,Payments,payments.edyqt,Email,Mumbai,VPN-Gateway,25,32.0,0,3.0,1440,False
INC100586,2025-04-06 23:06:01,2025-04-07 00:34:01,P3,Resolved,Hardware,Peripheral,DevOps,devops.ofxjx,Phone,Remote,VPN-Gateway,21,88.0,1,4.0,1440,False
INC100587,2024-11-12 01:12:20,2024-11-12 01:16:20,P4,Resolved,Hardware,Server,DevOps,devops.cdbjf,Portal,Mumbai,DB-Prod,5,4.0,0,,2880,False
INC100588,2025-01-02 14:27:09,2025-01-02 14:50:09,P3,Resolved,Access,Password,Mobile,mobile.ojkvj,Email,Delhi,Cache-Redis,18,23.0,0,5.0,1440,False
INC100589,2024-08-21 02:51:02,,P3,In Progress,Hardware,Datacenter,Payments,payments.biclk,Email,Delhi,Email-Server,16,,0,5.0,1440,False
INC100590,2025-07-05 02:35:42,2025-07-05 02:47:42,P4,Resolved,Access,Provisioning,Payments,payments.okhka,API,Hyderabad,Search-Cluster,32,12.0,0,4.0,2880,False
INC100591,2024-09-20 21:26:32,,P2,On Hold,Software,Error,Analytics,analytics.vroyt,Email,Hyderabad,Analytics-ETL,28,,0,4.0,240,False
INC100592,2024-10-07 16:55:39,2024-10-07 17:05:39,P3,Closed,Hardware,Laptop,Payments,payments.usbvu,Monitoring,Chennai,DB-Prod,0,10.0,0,4.0,1440,False
INC100593,2024-12-31 08:44:36,,P3,New,Software,Error,DevOps,devops.ygsxs,Phone,Delhi,Cache-Redis,23,,0,4.0,1440,False
INC100594,2025-02-09 06:56:00,2025-02-09 08:01:00,P4,Resolved,Network,VPN,Service Desk,service.zmsey,Portal,Bangalore,Kubernetes-Cluster,27,65.0,0,4.0,2880,False
INC100595,2024-10-28 13:18:49,2024-10-28 15:07:49,P2,Resolved,Access,SSO,Security,security.dggva,Monitoring,Hyderabad,Search-Cluster,20,109.0,1,5.0,240,False
INC100596,2024-10-15 05:28:25,2024-10-15 05:59:25,P4,Closed,Network,Firewall,DBA,dba.ttlyy,Monitoring,Mumbai,Web-Frontend,11,31.0,0,,2880,False
INC100597,2024-08-28 07:08:48,2024-08-28 07:20:48,P3,Closed,Hardware,Server,DevOps,devops.tcqsa,Monitoring,Pune,Kubernetes-Cluster,39,12.0,1,4.0,1440,False
INC100598,2025-04-17 04:56:14,2025-04-17 05:14:14,P2,Closed,Software,Bug,Payments,payments.arahg,Monitoring,Remote,Email-Server,21,18.0,0,5.0,240,False
INC100599,2024-08-31 01:47:13,,P3,On Hold,Hardware,Peripheral,App Support,app.lcxvo,Portal,Remote,Search-Cluster,34,,0,,1440,False
INC100600,2025-05-15 01:11:59,2025-05-15 01:47:59,P3,Closed,Network,Firewall,Mobile,mobile.grmwx,API,Chennai,Kubernetes-Cluster,28,36.0,0,5.0,1440,False
INC100601,2024-12-13 21:39:09,2024-12-13 22:09:09,P3,Resolved,Hardware,Laptop,Mobile,mobile.upljq,Email,Hyderabad,DB-Prod,19,30.0,0,4.0,1440,False
INC100602,2024-08-25 03:05:25,2024-08-25 03:47:25,P3,Closed,Inquiry,How-to,Security,security.vvqkq,Monitoring,Pune,Kubernetes-Cluster,9,42.0,0,5.0,1440,False
INC100603,2025-02-16 20:40:15,2025-02-16 21:12:15,P3,Resolved,Network,VPN,DevOps,devops.irycf,Email,Pune,Email-Server,14,32.0,0,4.0,1440,False
INC100604,2025-01-24 00:05:44,2025-01-24 01:59:44,P2,Closed,Hardware,Server,Security,security.ggqbl,Email,Hyderabad,Email-Server,12,114.0,0,5.0,240,False
INC100605,2025-03-03 05:23:51,,P2,In Progress,Software,Performance,Service Desk,service.iulsa,Monitoring,Bangalore,Payments-API,2,,1,4.0,240,False
INC100606,2025-04-20 21:32:28,2025-04-20 21:48:28,P4,Resolved,Hardware,Server,Infra,infra.voftu,API,Bangalore,VPN-Gateway,21,16.0,2,,2880,False
INC100607,2025-07-07 22:30:12,2025-07-07 22:40:12,P3,Resolved,Software,Deployment,Network,network.npgsu,Email,Chennai,Web-Frontend,30,10.0,1,5.0,1440,False
INC100608,2025-05-17 07:45:04,2025-05-17 08:06:04,P3,Resolved,Inquiry,Reporting,App Support,app.hvfpp,Phone,Bangalore,Web-Frontend,12,21.0,1,3.0,1440,False
INC100609,2024-11-13 12:14:07,,P4,In Progress,Hardware,Laptop,Network,network.clvku,Email,Chennai,DB-Prod,36,,0,,2880,False
INC100610,2024-10-11 06:03:40,2024-10-11 06:42:40,P3,Closed,Inquiry,Reporting,Infra,infra.rsabw,Monitoring,Mumbai,Email-Server,0,39.0,0,5.0,1440,False
INC100611,2025-02-10 01:48:22,2025-02-10 02:21:22,P4,Resolved,Network,VPN,App Support,app.xqznm,Portal,Hyderabad,Payments-API,25,33.0,0,5.0,2880,False
